"","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"234",54.5317150717349,3,0,0,0,0,1,2,4,0,5,1,5,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,1,1,0,3,0,2,0,1,4,1,2,1,1,1,0,5,2,0,0,4,0,0,1,0,0,0,3,0,1,1,0,5,1,0,2,0,0,4,2,5,2,0,4,0,0,0,0,1,0,0,1,3,0,3,0,0,0,0,0,0,0
"235",23.7620649413468,1,0,1,0,3,1,0,1,1,0,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,4,0,4,2,2,0,0,1,0,0,0,1,0,0,4,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,0,4,2,0,0,2,0,0,0,0,2,0,1,0,0,5,0,1,2,0,0,2,1,2,0,0,4,1,5,2,0,0,1,2,2,5,1,0
"236",15.3237936121593,0,0,0,0,1,2,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,4,1,5,0,0,2,2,0,0,0,0,1,2,0,1,0,2,1,0,0,2,1,0,4,0,4,0,0,0,0,0,0,0,1,1,3,0,2,2,2,1,0,5,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,3,1,0,1,0,1,1,0,2,1,0
"237",42.3485008328127,1,4,0,0,0,3,2,2,0,5,0,2,1,2,1,0,0,2,2,2,3,2,0,0,1,0,0,2,3,2,2,4,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,2,2,0,0,2,1,0,0,0,0,4,5,0,0,1,0,0,1,0,0,2,0,2,0,3,2,2,0,1,0,1,2,0,5,4,0,0,3,0,0,1,0,1,3,4
"238",67.1632921583307,0,0,0,0,0,0,2,1,1,3,0,0,4,1,1,0,5,1,0,0,0,0,0,1,1,4,0,1,3,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,4,1,1,2,0,0,1,1,2,0,1,1,0,2,0,0,0,0,2,3,1,0,0,1,1,1,0,2,0,0,4,3,1,2,3,4,0,0,4,0,5,2,0,4,0,5,0,0,2,0,0,4,5,0,1
"239",32.6019531361009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,4,2,2,1,0,1,2,0,0,0,1,0,1,0,1,0,4,4,2,3,0,0,0,3,2,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,3,0,3,3,0,0,0,3,0,0,2,0,0,0,0,0,2,5,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,2
"240",39.6500183001083,0,0,2,0,2,2,2,0,1,1,0,1,0,0,3,4,0,0,0,0,2,0,5,0,0,3,0,0,1,3,3,0,0,0,0,0,1,0,0,3,1,0,0,4,4,2,0,0,0,0,2,0,0,0,0,0,3,1,1,0,5,0,5,0,1,1,0,0,0,0,4,0,1,1,0,5,0,0,2,1,0,0,1,0,0,0,3,1,1,0,0,1,4,0,0,0,0,1,0,0
"241",56.5715956854302,2,0,1,0,1,1,1,2,0,2,1,0,2,2,0,5,0,3,1,5,0,1,3,0,0,2,1,2,2,2,0,0,1,0,1,2,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,2,1,2,0,2,0,1,0,0,0,2,0,0,0,0,1,3,1,4,5,1,4,0,0,0,1,0,0,3,0,0,0,1,0,0,2
"242",58.6731652019345,1,0,0,5,0,0,0,0,1,0,1,1,0,4,4,0,1,4,2,2,0,2,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,5,0,0,1,4,0,5,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,2,0,0,0,2,0,0,1,2,0,1,0,0,0,5,2,0,0,1,1,1,5,0,1,4,2,2,2,2,0,1,0,4,0,4
"243",18.7811965651594,1,0,0,0,0,0,0,0,0,0,3,5,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,1,1,0,0,0,0,2,1,1,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,1,0,0,2,3,2,1,2,0,0,1,2,0,2,0,0,2,0,0,0,0,0,4,2,1,0,3,1,1,2
"244",25.0195719537754,0,0,0,0,2,5,0,0,0,0,1,0,1,0,0,1,0,0,0,5,2,0,0,0,2,0,1,0,4,0,2,0,0,1,3,2,1,0,0,1,0,0,1,0,0,1,5,3,0,1,0,1,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,1,0,0,2,1,0,0,1,1,1,2,1,0,0,0,0,2,0,0,0,2,0,2,1,4,0,3,0,0,0,0,2,0
"245",35.1692277878707,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,1,0,1,3,0,4,0,1,2,0,0,0,0,0,0,1,1,1,0,3,0,0,2,0,4,0,0,0,0,3,0,0,2,0,0,0,0,5,0,0,0,0,0,5,5,1,0,0,1,1,1,0,0,2,1,0,4,4,1,1,4,0,1,2,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"246",50.3604148210254,3,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,2,1,0,0,0,3,1,2,1,0,2,5,0,3,0,3,2,0,0,0,3,2,3,0,0,1,1,5,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,2,2,1,2,0,5,2,2,0,5,0,1,0,2,1,0,0,2,2,2,0,4,2,2,0,1,0,0,0,0,1
"247",35.3374134089074,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,0,0,1,0,1,0,1,3,5,0,0,0,3,0,1,0,0,0,5,0,2,0,2,0,0,0,1,0,3,4,2,0,0,2,0,1,2,0,0,0,0,0,1,4,0,2,0,1,0,2,0,2,2,0,1,1,4,0,0,0,2,4,0,3,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,3,1
"248",65.7586603126909,0,0,0,0,0,3,0,1,1,1,1,1,4,0,3,1,1,0,0,1,0,0,1,1,0,0,0,0,4,1,1,0,0,4,0,0,5,0,2,0,2,2,1,0,0,0,0,0,0,4,2,1,2,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,1,2,0,1,1,1,0,0,1,2,5,5,3,5,0,0,1,1,1,2,1,0,0,0,2,0,0,0,1,0,0,3
"249",25.6033110502491,0,2,1,0,0,0,0,0,1,0,2,0,0,0,1,2,2,0,0,0,0,5,0,0,0,2,0,0,2,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,2,0,2,3,5,3,0,0,1,0,0,0,0,0,0,2,1,2,4,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"250",38.593340870273,0,1,2,0,0,0,0,1,0,0,2,3,0,2,1,0,0,0,2,1,1,0,1,0,3,1,1,2,1,0,3,0,1,0,1,4,2,0,0,0,1,2,0,4,4,1,0,2,0,1,0,2,2,4,4,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,5,0,2,1,0,2,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,2,0,0,3,2,2,0,0,0
"251",47.9358548195995,0,0,5,2,0,0,0,2,1,5,4,3,1,2,0,0,1,2,0,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,4,0,0,0,2,0,0,3,0,2,1,3,2,1,1,0,1,1,0,0,0,0,0,0,1,5,1,0,0,2,0,0,4,1,0,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,5,1,0,0,0
"252",46.3536613567788,1,4,1,0,0,4,0,0,0,2,2,1,0,1,1,0,1,5,2,1,1,0,1,2,0,0,0,1,0,1,2,0,0,2,3,0,0,2,0,4,0,0,0,0,0,2,3,0,2,0,2,0,3,1,0,2,4,3,0,0,4,1,2,0,0,1,0,2,0,0,2,2,0,0,0,3,0,2,0,2,2,0,2,3,1,2,0,0,1,0,0,2,4,0,1,0,1,0,0,0
"253",34.4710484494571,0,1,0,0,1,2,0,0,0,0,0,1,2,0,1,0,1,0,1,3,0,0,3,0,2,0,0,0,0,0,0,0,1,4,2,1,0,1,3,4,5,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,5,1,0,3,0,2,1,3,2,1,1,1,0,1,4,4,0,2,0,0,1,5,0,2,3,0,1,0,5,0,0,1,0,0,0,2,1,1,4,0
"254",48.4351959225897,0,2,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,3,3,0,0,2,0,0,0,0,4,0,0,0,4,0,1,1,5,0,0,0,2,0,1,1,4,4,0,0,0,0,0,0,1,4,0,0,0,0,0,3,1,3,0,2,1,5,1,1,4,2,1,3,0,1,0,1,1,1,0,0,2,1,0,0,0,0,1,1,0,2,0,0,4,2,0
"255",54.3495685854822,2,1,3,0,0,3,0,0,0,0,3,1,4,0,3,3,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,1,3,2,0,0,0,0,0,1,3,0,1,0,2,1,0,4,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,0,2,0,0,1,0,3,2,2,0,0,0,2,2,0,1,0,0,0,0,5,2,1,0,0,3,1,0,0,1,1,1,0,0,0,2
"256",37.1108966420656,0,4,0,2,3,0,0,0,4,0,5,1,1,5,1,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,2,0,1,1,0,0,0,0,1,2,1,0,0,2,0,1,0,1,5,1,0,0,5,3,0,0,1,5,0,0,0,0,2,0,5,1,0,0,3,0,0,0,1,0,1,0,0,2,1,0,4,5,0,1,0,0,0,0,0,5,0,0
"257",12.9708068807904,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,1,0,1,1,0,2,0,0,0,1,0,0,2,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,1,2,0,0,2,2,2,0,1,0,1,2,0,0,0,3,1,1,0,5,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2,0,4,0,4,0,0,1,0,0,1,2,0,0,1,0,0,0,0,5
"258",40.9327734057866,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,1,1,0,0,0,0,1,4,3,5,3,1,0,5,3,1,2,2,0,0,0,0,1,0,1,1,0,0,1,0,2,1,0,0,2,0,1,0,2,1,2,4,1,1,0,1,0,2,0,0,3,0,0,4,1,1,0,0,0,1
"259",31.5996268783879,0,0,1,0,5,1,5,1,0,0,1,0,0,0,0,1,1,0,1,4,0,0,0,0,0,2,5,0,0,0,0,3,1,2,2,0,1,5,2,3,1,1,2,1,0,0,2,3,0,0,0,0,2,0,0,2,0,2,0,1,1,0,2,0,0,0,1,0,1,0,3,1,0,1,2,0,1,1,1,0,1,5,0,0,0,0,1,2,5,0,0,0,0,0,1,0,2,2,0,1
"260",52.0030580698451,3,0,0,0,1,1,1,1,0,0,5,1,0,1,0,3,3,0,1,0,4,0,0,0,3,2,0,0,0,1,0,0,1,2,5,1,0,3,0,2,1,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,2,1,4,1,1,0,0,0,1,5,0,3,2,0,1,3,0,0,0,0,0,2,0,2,1,1,4,4,2,0,0,0
"261",33.1484965106233,0,0,2,5,0,1,4,0,0,5,1,0,1,3,2,1,0,0,0,0,0,1,0,2,1,2,1,3,5,0,0,2,0,2,0,0,0,5,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,2,1,0,0,2,0,5,4,0,0,0,0,2,0,0,2,0,1,2,2,2,0,0,0,2,4,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"262",41.5109368273862,0,1,4,0,5,0,1,0,0,0,2,5,1,0,1,1,3,5,0,0,0,0,1,1,1,2,2,0,1,1,2,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,0,2,0,0,0,3,0,2,1,0,4,0,2,2,2,1,2,1,0,2,5,0,2,2,2,0,0,2,2,0,4,1,1,0,5,0,1,2,2,0,3,0,0,0,0,0,0,0,1,1,3,0,1,0
"263",69.3317956349602,0,3,5,0,0,5,0,0,0,2,2,0,0,0,0,1,4,2,2,0,2,0,2,0,0,5,1,3,2,0,0,0,0,0,0,2,4,5,0,2,2,0,0,0,0,0,4,0,0,1,0,0,2,5,1,0,1,2,4,2,0,2,1,0,0,3,0,0,3,1,5,0,0,0,0,0,1,0,2,0,5,0,1,3,5,0,3,1,0,0,0,2,1,1,2,0,0,0,4,0
"264",24.6370528554082,0,1,2,0,1,0,0,0,3,0,2,1,0,0,2,1,0,2,1,2,1,3,0,0,0,3,0,5,0,0,0,0,0,4,4,2,5,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,2,0,4,0,2,2,0,2,2,1,0,3,0,0,0,0,1,0,0,2,4,0,2,0,0,2,2,0,0,0,0,2,0,1,0,0,0,0,5,3,2,0,3,0,0,1,2,0
"265",31.1758163242451,2,2,0,0,0,2,0,2,0,0,0,1,0,1,2,1,2,0,0,0,0,0,0,3,2,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,4,0,0,3,0,1,0,0,4,0,3,2,5,0,1,0,0,0,0,2,1,0,2,2,0,0,1,0,1,0,0,5,0,2,0
"266",61.9549800966144,1,0,0,1,0,2,0,0,1,5,2,0,1,4,0,1,0,1,3,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,4,1,0,4,4,2,0,0,0,0,0,0,1,2,0,0,1,0,0,1,1,0,0,4,0,2,0,2,0,0,2,0,2,0,0,2,0,1,5,0,0,0,0,4,0,0,0,4,4,0,0,3,0,1,2,2,1,1,5,1,2,2
"267",50.1299187348561,1,2,0,0,2,4,2,0,2,2,2,0,2,1,0,2,0,3,0,1,3,0,0,1,2,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,1,2,0,4,0,0,0,0,5,0,1,0,0,0,3,1,0,1,2,0,0,0,4,0,2,0,0,0,2,3,1,2,1,0,1,0,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,5,2,0,0,4,1,0,0
"268",14.8017663106564,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,5,0,0,1,2,1,2,1,1,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,4,2,4,4,0,2,2,0,5,0,1,0,0,2,2,0,0,1,1,0,4,0,0,2,0,1,0,0,1,0,1,1,0,0,4,0,1,0,0,2,0,1,0,2,0,0,1,2,0,0,0,0,0,0,2
"269",50.6034996478319,2,1,0,0,0,1,0,0,1,4,2,4,3,1,0,0,4,1,0,2,4,0,3,0,0,4,2,0,0,0,2,1,1,3,5,0,0,0,0,1,1,2,1,1,0,1,1,0,0,0,2,0,0,0,1,0,0,3,2,0,1,0,0,2,2,0,5,2,0,0,3,2,2,0,0,1,2,0,2,0,0,1,1,0,1,1,2,1,0,0,0,0,0,1,0,0,1,2,0,0
"270",22.992042368243,0,0,0,2,0,0,5,3,1,2,1,2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,5,0,0,0,2,0,2,0,2,3,2,2,1,0,2,1,0,1,2,0,2,3,0,1,0,0,0,0,2,5,0,0,2,0,0,0,0,5,0,0,0,0,1,0,3,0,2,0,0,0,2,0,2,0,0,0,2,4,0,0,0,0,2,0,0,0,0,1,0,0,4,0
"271",23.6790478342912,1,0,0,2,0,0,0,0,0,0,5,0,0,3,1,0,0,0,1,0,0,1,0,2,0,2,1,2,5,2,0,1,0,0,1,2,0,2,0,0,0,0,0,4,0,2,1,0,1,0,5,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,3,0,0,0,2,0,2,0,0,1,0,0,2,1,1,0
"272",71.6543019511917,0,0,5,3,0,2,0,2,1,1,2,0,2,1,3,4,2,0,0,5,1,5,2,0,3,5,3,0,0,0,0,0,1,1,3,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,5,0,5,0,0,0,0,0,0,2,1,1,1,0,5,0,0,2,0,3,1,0,1,0,2,1,0,5,0,1,1,0,0,1,1,5,0,0,2,3,0,3,0,0,1,0,0,3,0,0
"273",49.4746980538379,0,2,1,0,4,0,0,1,2,2,5,1,1,0,0,2,0,2,3,0,3,0,0,1,2,0,4,2,1,2,2,1,0,0,1,0,0,2,2,5,0,0,0,1,0,0,0,0,1,4,0,0,2,0,2,0,0,0,0,4,0,2,0,0,2,0,1,3,3,1,0,0,2,0,0,4,1,5,0,0,2,1,5,0,3,3,0,1,2,1,1,1,2,4,0,1,0,2,0,1
"274",48.0758429576423,0,2,3,0,2,0,0,0,1,1,0,0,5,1,1,5,1,0,0,3,0,1,0,0,0,1,0,2,1,1,0,5,0,0,4,0,4,0,0,1,0,2,0,1,2,2,0,0,2,0,2,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,4,1,0,2,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,5,2,0,0,1,1,0,0,0,0,0,3,0,0,0
"275",55.9646480849554,0,1,0,0,0,0,0,0,0,0,2,0,1,4,0,0,1,5,4,0,5,0,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,2,1,0,0,0,0,5,0,0,4,0,0,2,0,2,0,3,1,0,0,0,0,0,0,2,4,2,5,2,0,0,2,1,1,0,0,0,4,0,0,0,0,0,4,2,0,2,4,2,0,1,2,0,2,1,0,1
"276",75.6792205195928,0,5,0,0,2,0,0,1,2,0,0,0,0,2,4,0,0,2,0,1,0,0,5,0,0,3,2,0,0,0,0,0,0,1,1,3,0,2,0,2,0,0,0,0,2,4,0,0,0,0,0,5,4,3,4,0,0,0,0,0,5,1,0,0,4,4,0,0,1,1,0,0,3,1,0,1,0,1,2,5,0,0,0,1,0,1,0,0,2,0,0,2,2,0,0,5,1,0,5,2
"277",17.2303957407337,0,0,0,0,1,0,0,0,0,0,2,1,0,2,0,3,1,0,0,0,1,1,4,0,2,1,0,0,4,0,1,0,1,0,0,1,3,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,2,0,4,0,1,2,0,1,4,0,1,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0
"278",58.6324524809104,0,1,0,0,0,2,2,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,2,0,5,1,0,0,0,2,0,0,0,5,0,4,0,3,0,5,1,0,2,4,4,0,0,0,0,0,0,3,0,1,5,3,0,1,5,1,1,0,0,0,0,1,0,0,5,1,1,1,0,0,5,0,2,0,0,0,0,0,2,0,0,0,4,0,0,1,1,0,0,0,1,3,0,2,4,3
"279",61.116308078579,1,1,0,0,0,0,3,0,1,1,4,0,0,2,3,0,1,2,3,0,0,1,0,3,1,2,2,0,0,0,0,1,2,0,0,2,0,3,0,1,1,0,0,2,0,0,1,4,0,0,0,0,0,0,0,5,0,0,0,4,2,2,0,2,0,0,0,0,3,5,2,0,1,3,1,5,4,0,0,0,5,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"280",44.4100083065961,0,1,3,0,2,3,3,0,0,1,1,0,0,0,5,0,0,0,2,0,0,3,1,0,0,1,0,0,0,0,0,5,5,1,0,2,0,2,1,0,1,1,0,0,0,0,0,4,2,0,0,2,1,0,0,0,5,0,0,3,0,1,0,0,0,0,2,2,4,5,1,0,4,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,2
"281",54.813504668842,0,1,1,0,0,0,0,0,2,3,1,4,0,2,0,3,0,5,0,0,0,0,0,1,2,0,0,0,0,2,0,0,1,4,3,2,1,0,0,0,1,2,0,0,0,3,1,0,1,1,1,0,0,1,0,0,0,1,2,0,0,3,0,0,1,0,2,0,2,0,0,1,2,2,1,0,0,1,2,5,2,5,1,4,0,5,0,1,0,1,1,0,0,0,0,1,0,1,1,5
"282",46.2405785288789,0,5,0,3,0,0,0,0,2,0,3,0,5,2,0,1,0,0,2,5,0,0,0,5,0,3,0,0,3,5,0,1,0,0,0,2,0,2,2,1,1,0,0,0,0,2,5,0,4,0,0,2,0,0,0,2,0,5,0,2,0,0,0,4,0,0,0,1,0,0,1,0,5,0,2,0,3,0,4,0,0,0,2,1,2,1,2,0,0,1,0,1,0,1,0,0,0,4,2,0
"283",30.9603755301678,0,1,2,4,1,0,0,3,0,0,2,0,0,2,2,0,0,2,0,0,5,0,0,1,1,0,1,0,0,1,0,1,0,0,2,2,4,0,0,2,1,0,1,4,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,2,2,0,1,0,0,2,0,4,1,1,0,5,1,0,0,0,2,1,0,1,0,1,0
"284",59.6794648431261,1,0,0,0,0,2,0,3,1,5,1,5,0,4,2,3,2,0,0,0,0,5,0,0,4,2,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,5,4,2,0,0,0,4,1,2,2,0,3,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,5,0,0,1,2,0,0,0,2,0,1,0,0,0,4,1,3,2,1,0,3,0,0,0,4,0,2,1,3,0,2
"285",48.4008368642329,0,0,2,0,1,0,5,3,3,1,5,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,4,1,0,2,0,2,0,0,0,5,0,2,1,2,4,0,1,0,0,5,1,2,3,0,1,0,0,1,5,4,0,1,1,0,0,2,0,0,5,2,3,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,2,0,1,2,1,0,1,0,0,0,5,2
"286",47.8184089763551,0,0,2,5,0,0,5,2,5,0,2,1,0,0,0,0,2,0,1,0,0,0,2,5,0,2,1,0,5,0,0,1,0,1,2,1,1,2,0,1,2,0,0,0,4,0,0,1,1,0,1,0,0,0,3,1,2,2,0,2,0,0,1,4,0,0,3,1,2,1,5,2,0,0,5,2,1,3,0,2,1,0,0,0,0,1,1,0,1,3,0,0,2,0,4,2,0,4,1,0
"287",52.0532545692061,1,2,1,0,2,4,0,0,3,1,3,0,2,2,2,5,0,2,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,2,1,1,0,0,1,0,1,0,0,0,5,0,0,2,1,0,4,0,0,3,0,0,4,2,1,0,0,2,0,1,0,1,3,3,0,0,1,3,2,0,0,0,5,0,3,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,3
"288",63.2856377734801,1,0,0,0,2,1,3,1,5,0,2,1,3,0,3,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,2,3,1,0,0,0,1,1,0,1,5,0,1,0,2,0,2,0,3,1,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,2,0,1,3,1,0,0,2,5,0,4,1,3,0,4,1,0,2,2,2,2,3,1,0,1,0,0,0,5,0,0,0,0,1
"289",40.5511422056733,0,3,5,1,0,0,1,0,5,0,3,0,4,1,1,0,2,0,3,0,1,0,3,2,1,1,1,1,0,0,0,4,1,0,0,0,1,4,0,3,0,0,0,2,2,0,0,2,0,1,0,0,0,0,1,2,1,0,3,1,4,0,1,3,0,0,0,1,0,0,2,3,2,0,1,0,2,0,0,5,2,2,0,0,0,3,1,1,2,0,0,0,2,0,0,2,1,0,0,0
"290",62.6768794944972,0,0,0,0,5,0,0,0,1,0,1,0,0,2,1,0,0,0,0,1,3,0,1,1,0,3,1,2,0,0,4,0,0,0,0,0,3,2,0,1,1,5,0,0,0,2,3,0,0,0,0,3,4,0,0,0,3,0,1,2,1,0,2,0,3,1,1,0,1,3,4,0,3,0,2,4,0,0,0,0,0,0,1,4,2,0,0,0,1,0,2,1,0,3,0,0,0,0,0,1
"291",40.2372156450495,2,0,0,0,2,2,2,2,1,0,3,3,5,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,5,1,0,4,0,0,1,2,0,1,0,0,0,2,0,0,0,3,2,0,0,0,1,0,0,0,2,0,2,0,2,0,3,2,0,0,1,0,3,0,0,0,1,1,2,1,0,1,0,0,0,1,3,0,0,0,4,1,0,0,1,0,0,0,0,0,4,1,2,1,1,1
"292",49.3991620160262,1,0,2,2,0,3,0,0,1,0,0,0,4,5,1,0,0,5,0,1,2,0,4,1,2,0,0,0,0,2,0,4,2,2,0,0,0,1,0,5,2,2,1,2,0,0,2,5,0,0,2,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,2,1,0,5,0,3,1,0,0,2,0,0,0,1,0,0,0,0,5,5,5,1,5,0,0,0,2,5,2,0,0,0,1,0
"293",47.7905768671018,0,1,1,0,0,0,0,1,1,1,2,5,0,1,2,0,0,3,0,0,0,5,0,0,2,3,0,0,0,0,1,0,1,0,0,3,4,1,0,4,1,3,5,0,0,0,0,5,0,1,0,2,0,0,4,0,0,0,1,0,0,2,2,4,1,0,0,0,4,1,3,1,1,3,0,0,2,2,0,3,0,1,2,0,0,1,2,0,0,2,0,5,2,0,1,2,1,1,0,2
"294",32.2578762331027,2,2,1,0,2,1,0,3,2,1,0,0,1,0,0,3,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,1,1,0,0,3,0,4,0,2,0,0,0,0,0,0,1,0,2,1,2,0,2,0,0,0,0,0,0,1,0,0,0,1,1,2,1,3,0,0,0,0,0,0,0,0,1
"295",54.842319988707,0,0,2,0,1,3,0,0,2,0,2,1,1,3,0,0,1,2,0,0,0,0,4,0,1,0,2,0,0,4,0,5,1,0,0,1,0,0,0,0,2,2,1,0,0,1,0,1,2,0,1,1,3,0,0,1,0,1,4,0,0,0,2,3,0,2,0,1,1,0,1,0,0,0,0,1,5,0,3,3,2,2,5,1,0,0,0,2,1,0,3,0,0,3,0,0,5,0,0,2
"296",72.6822058238484,0,0,0,0,0,0,0,0,2,1,0,0,0,4,4,0,0,0,0,2,3,0,1,0,1,2,1,1,0,0,0,2,0,0,0,0,0,1,0,0,5,3,3,0,0,2,0,1,0,1,0,1,2,1,4,1,1,0,2,2,1,3,0,0,2,0,0,2,0,2,2,0,2,1,0,5,0,5,3,3,0,2,1,1,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"297",37.6897107602425,0,4,0,5,1,0,1,1,1,0,0,1,2,1,0,0,1,2,3,0,1,1,0,0,0,5,0,1,0,0,3,4,1,0,5,3,2,0,2,4,0,0,2,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,5,5,4,3,0,0,3,2,0,4,0,0,0,0,4,0,1,0,0,0,0
"298",41.0294680720074,0,1,0,1,1,2,0,5,0,2,3,0,0,0,0,0,4,0,0,0,2,2,0,1,1,0,0,1,5,0,0,0,0,2,0,1,0,0,0,2,0,5,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,0,2,0,0,4,0,2,0,0,0,4,0,0,0,3,0,0,0,1,4,0,0,1,0,0,2,2,0,0,2,0,4,2
